sequence_id	protein_id	start	end	strand	average_p	max_p
BA000007.3	BA000007.3_809	911346	911747	+	0.05297178819324497	0.05297178819324497
BA000007.3	BA000007.3_810	911758	912501	+	0.00003554476521788468	0.00003554476521788468
BA000007.3	BA000007.3_811	912562	912948	+	0.021407456038906446	0.021407456038906446
BA000007.3	BA000007.3_812	912957	913286	+	0.017923894842601894	0.017923894842601894
BA000007.3	BA000007.3_813	913258	916323	+	0.014030800166193048	0.014030800166193048
BA000007.3	BA000007.3_814	916323	916652	+	0.017510162475476935	0.017510162475476935
BA000007.3	BA000007.3_815	916662	917360	+	0.02080582428688984	0.02080582428688984
BA000007.3	BA000007.3_816	917366	918109	+	0.0007204462793552373	0.0007204462793552373
BA000007.3	BA000007.3_817	918142	918654	+	0.32200789069921393	0.32200789069921393
BA000007.3	BA000007.3_818	918715	922128	+	0.3469876330557826	0.3469876330557826
BA000007.3	BA000007.3_819	922199	922798	+	0.22566839855438683	0.22566839855438683
BA000007.3	BA000007.3_820	922858	924174	+	0.06050154825489088	0.06050154825489088
BA000007.3	BA000007.3_821	924176	924445	+	0.05411797427677139	0.05411797427677139
BA000007.3	BA000007.3_822	924622	925602	+	0.048347200289173047	0.048347200289173047
BA000007.3	BA000007.3_823	925636	926655	+	0.043128966011737685	0.043128966011737685
BA000007.3	BA000007.3_824	927483	928364	+	0.04709983120508753	0.04709983120508753
BA000007.3	BA000007.3_825	928399	928533	+	0.05560350893952104	0.05560350893952104
BA000007.3	BA000007.3_826	928595	929293	+	0.06499761794088094	0.06499761794088094
BA000007.3	BA000007.3_827	929800	930276	-	0.07538025452057256	0.07538025452057256
BA000007.3	BA000007.3_828	930335	931624	-	0.0868598375133127	0.0868598375133127
BA000007.3	BA000007.3_829	931711	932751	+	0.09218042207116399	0.09218042207116399
BA000007.3	BA000007.3_830	932748	933902	+	0.07624292293918496	0.07624292293918496
BA000007.3	BA000007.3_831	933889	934644	+	0.041777471368483	0.041777471368483
BA000007.3	BA000007.3_832	934637	935314	+	0.005697524599721017	0.005697524599721017
BA000007.3	BA000007.3_833	935893	937914	+	0.000012720813921496456	0.000012720813921496456
BA000007.3	BA000007.3_834	938105	939013	-	0.0004954820847077256	0.0004954820847077256
BA000007.3	BA000007.3_835	939410	940399	+	0.020265036589861243	0.020265036589861243
BA000007.3	BA000007.3_836	940421	940933	+	0.004315964647846375	0.004315964647846375
BA000007.3	BA000007.3_837	940936	941421	+	0.007929319157286636	0.007929319157286636
BA000007.3	BA000007.3_838	941414	941659	+	0.009823597904099637	0.009823597904099637
BA000007.3	BA000007.3_839	941661	942113	+	0.007189817846194492	0.007189817846194492
BA000007.3	BA000007.3_840	942249	942953	+	0.00008486118576523205	0.00008486118576523205
BA000007.3	BA000007.3_841	943161	943874	+	0.00004029759553039628	0.00004029759553039628
BA000007.3	BA000007.3_842	943910	944866	-	0.0004601611605873034	0.0004601611605873034
BA000007.3	BA000007.3_843	944866	946107	-	0.00019527732755279684	0.00019527732755279684
BA000007.3	BA000007.3_844	946104	946865	-	0.007454626414527162	0.007454626414527162
BA000007.3	BA000007.3_845	946998	947408	+	0.011384053635192268	0.011384053635192268
BA000007.3	BA000007.3_846	947370	948476	-	0.007013911150664225	0.007013911150664225
BA000007.3	BA000007.3_847	948487	949620	-	0.009575945877879199	0.009575945877879199
BA000007.3	BA000007.3_848	949613	951349	-	0.015099530955022462	0.015099530955022462
BA000007.3	BA000007.3_849	951342	952337	-	0.016071110338327643	0.016071110338327643
BA000007.3	BA000007.3_850	952340	953011	-	0.008846688500930868	0.008846688500930868
BA000007.3	BA000007.3_851	953240	954607	+	0.0030858180198994815	0.0030858180198994815
BA000007.3	BA000007.3_852	955215	957227	+	0.007880075416432427	0.007880075416432427
BA000007.3	BA000007.3_853	957511	959661	+	0.000014669849052811475	0.000014669849052811475
BA000007.3	BA000007.3_854	959689	960651	+	0.01377487471696908	0.01377487471696908
BA000007.3	BA000007.3_855	960792	961877	+	0.009708577383806287	0.009708577383806287
BA000007.3	BA000007.3_856	962106	962366	-	0.013809208638649581	0.013809208638649581
BA000007.3	BA000007.3_857	962631	962897	-	7.4933956901928545e-6	7.4933956901928545e-6
BA000007.3	BA000007.3_858	962973	963656	-	0.01212759641668202	0.01212759641668202
BA000007.3	BA000007.3_859	963701	965983	-	0.00784425371012674	0.00784425371012674
BA000007.3	BA000007.3_860	966248	966508	-	0.01005620656251316	0.01005620656251316
BA000007.3	BA000007.3_861	966784	967710	+	0.01412063799550772	0.01412063799550772
BA000007.3	BA000007.3_862	967707	969932	-	0.00001051782050417295	0.00001051782050417295
BA000007.3	BA000007.3_863	970049	970771	-	0.008072194439660044	0.008072194439660044
BA000007.3	BA000007.3_864	970768	971427	-	0.004965927840743578	0.004965927840743578
BA000007.3	BA000007.3_865	971565	972311	-	0.003118462959173477	0.003118462959173477
BA000007.3	BA000007.3_866	972715	973218	-	8.236540688732384e-6	8.236540688732384e-6
BA000007.3	BA000007.3_867	973517	974404	-	0.004606798323145567	0.004606798323145567
BA000007.3	BA000007.3_868	974757	975272	+	0.004588165703596364	0.004588165703596364
BA000007.3	BA000007.3_869	975321	976904	-	0.001355589902012659	0.001355589902012659
BA000007.3	BA000007.3_870	977176	977304	-	0.006260532309154227	0.006260532309154227
BA000007.3	BA000007.3_871	977490	977957	+	0.00015246269460880406	0.00015246269460880406
BA000007.3	BA000007.3_872	977954	979072	+	0.42700000213926786	0.42700000213926786
BA000007.3	BA000007.3_873	979130	980050	-	0.5871654760890662	0.5871654760890662
BA000007.3	BA000007.3_874	980269	981861	+	0.3926130495753461	0.3926130495753461
BA000007.3	BA000007.3_875	982029	983294	-	0.3699458443558854	0.3699458443558854
BA000007.3	BA000007.3_876	983446	984261	-	0.10369950265475546	0.10369950265475546
BA000007.3	BA000007.3_877	984407	986206	-	0.00004597149607648843	0.00004597149607648843
BA000007.3	BA000007.3_878	986284	986838	-	0.00003916787231556457	0.00003916787231556457
BA000007.3	BA000007.3_879	986844	987743	-	0.03349341891316448	0.03349341891316448
BA000007.3	BA000007.3_880	987874	988536	+	0.018362425737239327	0.018362425737239327
BA000007.3	BA000007.3_881	988715	989464	-	0.013335627441279124	0.013335627441279124
BA000007.3	BA000007.3_882	989464	990699	-	0.0061060760462990984	0.0061060760462990984
BA000007.3	BA000007.3_883	990903	991250	+	0.011751086068595156	0.011751086068595156
BA000007.3	BA000007.3_884	991263	991868	+	0.014592680607927414	0.014592680607927414
BA000007.3	BA000007.3_885	991855	993726	+	0.005368635069472862	0.005368635069472862
BA000007.3	BA000007.3_886	993746	995284	+	0.004441768987817012	0.004441768987817012
BA000007.3	BA000007.3_887	995302	996222	+	0.007666332454140265	0.007666332454140265
BA000007.3	BA000007.3_888	996225	997136	+	0.001117730279729982	0.001117730279729982
BA000007.3	BA000007.3_889	997314	999662	+	0.00035520093572974457	0.00035520093572974457
BA000007.3	BA000007.3_890	999670	1000998	+	0.0011764894727650161	0.0011764894727650161
BA000007.3	BA000007.3_891	1001068	1001397	-	0.005141125492260853	0.005141125492260853
BA000007.3	BA000007.3_892	1001387	1001773	-	0.007825251160689384	0.007825251160689384
BA000007.3	BA000007.3_893	1001999	1003324	-	6.4331055796639556e-6	6.4331055796639556e-6
BA000007.3	BA000007.3_894	1003537	1003920	+	0.005997193380683994	0.005997193380683994
BA000007.3	BA000007.3_895	1004031	1005146	+	0.0012631383808656151	0.0012631383808656151
BA000007.3	BA000007.3_896	1005143	1005769	-	0.0028454986294188305	0.0028454986294188305
BA000007.3	BA000007.3_897	1006015	1007217	+	0.0077093640383423465	0.0077093640383423465
BA000007.3	BA000007.3_898	1007264	1008022	-	0.014840011286718462	0.014840011286718462
BA000007.3	BA000007.3_899	1008080	1008676	-	0.007312632628988987	0.007312632628988987
BA000007.3	BA000007.3_900	1008961	1010193	+	0.013879149354708086	0.013879149354708086
BA000007.3	BA000007.3_901	1010234	1010512	-	0.014370948120607645	0.014370948120607645
BA000007.3	BA000007.3_902	1010604	1011419	-	0.00406171881145906	0.00406171881145906
BA000007.3	BA000007.3_903	1011419	1012627	-	0.011921326626760834	0.011921326626760834
BA000007.3	BA000007.3_904	1012711	1013247	+	0.010513298273699647	0.010513298273699647
BA000007.3	BA000007.3_905	1013422	1015107	-	0.00520610151191277	0.00520610151191277
BA000007.3	BA000007.3_906	1015377	1015754	+	0.009777472030921322	0.009777472030921322
BA000007.3	BA000007.3_907	1015784	1016041	-	0.00035362073349393125	0.00035362073349393125
BA000007.3	BA000007.3_908	1016201	1016488	+	0.013660465807971344	0.013660465807971344
BA000007.3	BA000007.3_909	1016472	1017194	+	0.011327335937499216	0.011327335937499216
BA000007.3	BA000007.3_910	1017255	1018157	+	0.010652913606567676	0.010652913606567676
BA000007.3	BA000007.3_911	1018245	1018721	+	0.000277680548488804	0.000277680548488804
BA000007.3	BA000007.3_912	1019072	1020184	+	0.003206705188119004	0.003206705188119004
BA000007.3	BA000007.3_913	1020279	1021412	+	0.0025231642443113065	0.0025231642443113065
BA000007.3	BA000007.3_914	1021422	1022375	+	0.0062371833681238885	0.0062371833681238885
BA000007.3	BA000007.3_915	1022372	1023217	+	0.0078551808360949	0.0078551808360949
BA000007.3	BA000007.3_916	1023277	1023765	+	0.011343606662873148	0.011343606662873148
BA000007.3	BA000007.3_917	1023806	1024933	+	0.009399818043254687	0.009399818043254687
BA000007.3	BA000007.3_918	1025231	1026556	+	0.013532612798842896	0.013532612798842896
BA000007.3	BA000007.3_919	1026578	1026898	+	0.000030788649596877595	0.000030788649596877595
BA000007.3	BA000007.3_920	1026910	1028391	+	0.001293958983662171	0.001293958983662171
BA000007.3	BA000007.3_921	1028442	1029173	-	0.004740303317605789	0.004740303317605789
BA000007.3	BA000007.3_922	1029327	1029464	-	0.01009897507844267	0.01009897507844267
BA000007.3	BA000007.3_923	1029464	1030132	-	0.0057710759168447005	0.0057710759168447005
BA000007.3	BA000007.3_924	1030132	1030848	-	0.006431295793806703	0.006431295793806703
BA000007.3	BA000007.3_925	1030855	1031586	-	0.008274328858693846	0.008274328858693846
BA000007.3	BA000007.3_926	1031604	1032332	-	0.021665532075982964	0.021665532075982964
BA000007.3	BA000007.3_927	1032550	1033065	-	0.01553176920490267	0.01553176920490267
BA000007.3	BA000007.3_928	1033689	1034930	+	0.017670311977273607	0.017670311977273607
BA000007.3	BA000007.3_929	1035205	1035495	+	0.02094708825771075	0.02094708825771075
BA000007.3	BA000007.3_930	1035706	1036029	+	0.00030465034168996897	0.00030465034168996897
BA000007.3	BA000007.3_931	1036026	1036856	+	0.017865776161927967	0.017865776161927967
BA000007.3	BA000007.3_932	1036853	1037866	-	0.11513678068056442	0.11513678068056442
BA000007.3	BA000007.3_933	1037965	1039395	-	0.09382986510266819	0.09382986510266819
BA000007.3	BA000007.3_934	1039406	1040407	-	0.06127652408027341	0.06127652408027341
BA000007.3	BA000007.3_935	1040444	1042162	-	0.036360442849074096	0.036360442849074096
BA000007.3	BA000007.3_936	1042295	1043263	-	0.02211667603046074	0.02211667603046074
BA000007.3	BA000007.3_937	1043275	1044927	-	0.020218737140398593	0.020218737140398593
BA000007.3	BA000007.3_938	1045071	1045970	-	0.02323412308355814	0.02323412308355814
BA000007.3	BA000007.3_939	1046428	1047123	-	0.01107982633893308	0.01107982633893308
BA000007.3	BA000007.3_940	1047549	1049207	+	0.000010826822164701167	0.000010826822164701167
BA000007.3	BA000007.3_941	1049204	1050196	-	0.01459628557337429	0.01459628557337429
BA000007.3	BA000007.3_942	1050311	1051426	+	0.01060018243967662	0.01060018243967662
BA000007.3	BA000007.3_943	1051423	1053369	+	0.013708213345073115	0.013708213345073115
BA000007.3	BA000007.3_944	1053442	1053666	-	0.00410782500237626	0.00410782500237626
BA000007.3	BA000007.3_945	1053989	1054309	+	0.000036535416980603266	0.000036535416980603266
BA000007.3	BA000007.3_946	1054340	1056616	+	0.0057746692898510595	0.0057746692898510595
BA000007.3	BA000007.3_947	1057303	1057521	-	0.004594165879477405	0.004594165879477405
BA000007.3	BA000007.3_948	1057806	1058510	-	0.03051329632949768	0.03051329632949768
BA000007.3	BA000007.3_949	1058552	1060273	-	0.02833418030761187	0.02833418030761187
BA000007.3	BA000007.3_950	1060274	1062040	-	0.034172377311405294	0.034172377311405294
BA000007.3	BA000007.3_951	1062163	1063128	-	0.014499821457092823	0.014499821457092823
BA000007.3	BA000007.3_952	1063673	1064167	+	0.013686374617187743	0.013686374617187743
BA000007.3	BA000007.3_953	1064302	1068330	+	0.000011342340778531883	0.000011342340778531883
BA000007.3	BA000007.3_954	1068485	1069096	+	0.005130165971085469	0.005130165971085469
BA000007.3	BA000007.3_955	1069107	1070450	+	8.06644907944881e-7	8.06644907944881e-7
BA000007.3	BA000007.3_956	1070541	1071833	+	0.000018761106845034795	0.000018761106845034795
BA000007.3	BA000007.3_957	1072072	1074516	+	0.0021177796741416685	0.0021177796741416685
BA000007.3	BA000007.3_958	1074527	1075144	+	5.3263722085529e-6	5.3263722085529e-6
BA000007.3	BA000007.3_959	1075146	1076009	+	0.010535525605216308	0.010535525605216308
BA000007.3	BA000007.3_960	1076045	1076671	-	0.007722454308075127	0.007722454308075127
BA000007.3	BA000007.3_961	1076986	1078134	+	0.0034497215259815077	0.0034497215259815077
BA000007.3	BA000007.3_962	1078344	1079774	+	0.005671495897478666	0.005671495897478666
BA000007.3	BA000007.3_963	1079984	1080724	-	0.005647422192725191	0.005647422192725191
BA000007.3	BA000007.3_964	1080916	1083198	-	4.31069049463852e-6	4.31069049463852e-6
BA000007.3	BA000007.3_965	1083253	1084110	-	0.0016729120745501082	0.0016729120745501082
BA000007.3	BA000007.3_966	1084516	1086276	-	0.14494886104421795	0.14494886104421795
BA000007.3	BA000007.3_967	1086406	1087098	+	0.04039600571708874	0.04039600571708874
BA000007.3	BA000007.3_968	1087297	1088385	+	0.026791438121049182	0.026791438121049182
BA000007.3	BA000007.3_969	1088456	1089739	+	0.016467230176743227	0.016467230176743227
BA000007.3	BA000007.3_970	1089908	1090672	+	0.018025890578089135	0.018025890578089135
BA000007.3	BA000007.3_971	1090845	1091528	+	9.627266763650694e-6	9.627266763650694e-6
BA000007.3	BA000007.3_972	1091639	1093312	+	0.00871292517074207	0.00871292517074207
BA000007.3	BA000007.3_973	1093472	1093756	+	0.008950172988429636	0.008950172988429636
BA000007.3	BA000007.3_974	1093963	1096227	+	0.00004431141616364965	0.00004431141616364965
BA000007.3	BA000007.3_975	1096264	1098012	+	0.003165042964454054	0.003165042964454054
BA000007.3	BA000007.3_976	1098009	1098995	+	0.00002239238872819116	0.00002239238872819116
BA000007.3	BA000007.3_977	1099032	1100264	+	0.005415445685013923	0.005415445685013923
BA000007.3	BA000007.3_978	1100316	1100498	+	0.00040603043877561056	0.00040603043877561056
BA000007.3	BA000007.3_979	1100495	1101241	+	0.0034968183509964594	0.0034968183509964594
BA000007.3	BA000007.3_980	1101395	1102288	+	0.007666175228015329	0.007666175228015329
BA000007.3	BA000007.3_981	1102265	1103044	-	0.00400387245397533	0.00400387245397533
BA000007.3	BA000007.3_982	1103180	1103965	+	0.025905488489829254	0.025905488489829254
BA000007.3	BA000007.3_983	1103962	1105284	+	0.01881748636576327	0.01881748636576327
BA000007.3	BA000007.3_984	1105265	1105969	+	0.017027956588471203	0.017027956588471203
BA000007.3	BA000007.3_985	1105969	1110429	+	0.01587292754558903	0.01587292754558903
BA000007.3	BA000007.3_986	1110690	1112537	+	0.005148825211181966	0.005148825211181966
BA000007.3	BA000007.3_987	1112718	1113266	+	0.009726206515686254	0.009726206515686254
BA000007.3	BA000007.3_988	1113293	1113940	+	0.0045925464773238275	0.0045925464773238275
BA000007.3	BA000007.3_989	1113991	1115181	-	0.007824044485125114	0.007824044485125114
BA000007.3	BA000007.3_990	1115366	1116454	-	0.001490835260796132	0.001490835260796132
BA000007.3	BA000007.3_991	1117057	1118457	-	0.00004443948403341506	0.00004443948403341506
BA000007.3	BA000007.3_992	1118626	1119828	-	0.00002019133285589627	0.00002019133285589627
BA000007.3	BA000007.3_993	1120094	1122706	+	0.00630508562955984	0.00630508562955984
BA000007.3	BA000007.3_994	1122749	1123516	-	0.00927930959258172	0.00927930959258172
BA000007.3	BA000007.3_995	1123513	1124304	-	0.0059463393732415975	0.0059463393732415975
BA000007.3	BA000007.3_996	1124316	1125461	-	0.008165275961131155	0.008165275961131155
BA000007.3	BA000007.3_997	1125458	1126417	-	0.000879346403751845	0.000879346403751845
BA000007.3	BA000007.3_998	1126410	1126985	-	0.04298592796707675	0.04298592796707675
BA000007.3	BA000007.3_999	1127341	1127880	+	0.03660175808079229	0.03660175808079229
BA000007.3	BA000007.3_1000	1127963	1128664	+	0.0308145313850084	0.0308145313850084
BA000007.3	BA000007.3_1001	1128689	1129291	+	0.025980532183488583	0.025980532183488583
BA000007.3	BA000007.3_1002	1129327	1131288	+	0.023288951581130105	0.023288951581130105
BA000007.3	BA000007.3_1003	1131279	1132259	+	0.024874827279944025	0.024874827279944025
BA000007.3	BA000007.3_1004	1132428	1132904	+	0.02741553949584971	0.02741553949584971
BA000007.3	BA000007.3_1005	1132864	1133427	+	0.029698816577809404	0.029698816577809404
BA000007.3	BA000007.3_1006	1133441	1133962	+	0.03175169700334006	0.03175169700334006
BA000007.3	BA000007.3_1007	1134240	1135250	+	0.013781304823417722	0.013781304823417722
BA000007.3	BA000007.3_1008	1135424	1135966	+	0.01745913704580445	0.01745913704580445
BA000007.3	BA000007.3_1009	1135963	1137072	-	0.0045909930833646015	0.0045909930833646015
BA000007.3	BA000007.3_1010	1137316	1139424	+	0.002445492828752023	0.002445492828752023
BA000007.3	BA000007.3_1011	1139436	1141343	+	0.003530519319311634	0.003530519319311634
BA000007.3	BA000007.3_1012	1141473	1142726	+	0.020794835076692775	0.020794835076692775
BA000007.3	BA000007.3_1013	1142731	1144371	+	0.017513462879142364	0.017513462879142364
BA000007.3	BA000007.3_1014	1144368	1144931	+	0.014574960859882136	0.014574960859882136
BA000007.3	BA000007.3_1015	1145187	1145354	+	0.018175689911228542	0.018175689911228542
BA000007.3	BA000007.3_1016	1145424	1146050	-	0.010018986748735706	0.010018986748735706
BA000007.3	BA000007.3_1017	1146011	1147771	-	0.008617971751974273	0.008617971751974273
BA000007.3	BA000007.3_1018	1147957	1148409	+	0.012807945182026798	0.012807945182026798
BA000007.3	BA000007.3_1019	1148485	1149525	-	0.0020993785535812905	0.0020993785535812905
BA000007.3	BA000007.3_1020	1149882	1150391	-	0.020093950598829628	0.020093950598829628
BA000007.3	BA000007.3_1021	1150610	1151239	+	0.016732272929010365	0.016732272929010365
BA000007.3	BA000007.3_1022	1151202	1153364	-	0.014879733881800769	0.014879733881800769
BA000007.3	BA000007.3_1023	1153374	1153820	-	0.01844509428051107	0.01844509428051107
BA000007.3	BA000007.3_1024	1153943	1155997	+	0.012299140831833734	0.012299140831833734
BA000007.3	BA000007.3_1025	1156029	1156487	-	0.0038736634510666344	0.0038736634510666344
BA000007.3	BA000007.3_1026	1156583	1157245	-	0.008585160371343973	0.008585160371343973
BA000007.3	BA000007.3_1027	1157418	1157831	+	0.0010158430833329467	0.0010158430833329467
BA000007.3	BA000007.3_1028	1157876	1158193	-	0.006028474243255995	0.006028474243255995
BA000007.3	BA000007.3_1029	1158251	1159426	-	0.000020217760013703464	0.000020217760013703464
BA000007.3	BA000007.3_1030	1159536	1159814	+	0.009728474197539368	0.009728474197539368
BA000007.3	BA000007.3_1031	1159811	1160140	-	0.009712751653183006	0.009712751653183006
BA000007.3	BA000007.3_1032	1160231	1160890	-	0.00010168836659563629	0.00010168836659563629
BA000007.3	BA000007.3_1033	1161298	1162317	-	0.003908006587038438	0.003908006587038438
BA000007.3	BA000007.3_1034	1162295	1162537	-	0.006794749939934329	0.006794749939934329
BA000007.3	BA000007.3_1035	1162605	1165076	-	0.001396110540008945	0.001396110540008945
BA000007.3	BA000007.3_1036	1165170	1165361	-	0.03360666813761978	0.03360666813761978
BA000007.3	BA000007.3_1037	1165358	1165546	-	0.03118982631763167	0.03118982631763167
BA000007.3	BA000007.3_1038	1166120	1166305	+	0.02850188176051925	0.02850188176051925
BA000007.3	BA000007.3_1039	1166492	1166881	-	0.023648558101495062	0.023648558101495062
BA000007.3	BA000007.3_1040	1166893	1167021	-	0.021020215654682754	0.021020215654682754
BA000007.3	BA000007.3_1041	1167023	1167178	-	0.023953625831242418	0.023953625831242418
BA000007.3	BA000007.3_1042	1167743	1167934	-	0.026587953937256412	0.026587953937256412
BA000007.3	BA000007.3_1043	1167962	1168363	-	0.008225987588078382	0.008225987588078382
BA000007.3	BA000007.3_1044	1168472	1168744	+	0.024637799804037165	0.024637799804037165
BA000007.3	BA000007.3_1045	1168728	1169153	+	0.021792439263715734	0.021792439263715734
BA000007.3	BA000007.3_1046	1169360	1169815	-	0.018622723618565866	0.018622723618565866
BA000007.3	BA000007.3_1047	1169894	1170985	+	0.02001937482616852	0.02001937482616852
BA000007.3	BA000007.3_1048	1170992	1171738	+	0.0111479065470058	0.0111479065470058
BA000007.3	BA000007.3_1049	1171760	1172530	+	0.031993793698611786	0.031993793698611786
BA000007.3	BA000007.3_1050	1172546	1172959	+	0.029972962091199637	0.029972962091199637
BA000007.3	BA000007.3_1051	1173311	1174084	-	0.027725509775945373	0.027725509775945373
BA000007.3	BA000007.3_1052	1174632	1174844	+	0.025220985841382305	0.025220985841382305
BA000007.3	BA000007.3_1053	1175292	1176341	+	0.026383206558233684	0.026383206558233684
BA000007.3	BA000007.3_1054	1176354	1176725	+	0.030726477006987208	0.030726477006987208
BA000007.3	BA000007.3_1055	1176715	1177086	+	0.03551554323849619	0.03551554323849619
BA000007.3	BA000007.3_1056	1177238	1178056	+	0.037510869922919556	0.037510869922919556
BA000007.3	BA000007.3_1057	1178343	1178582	+	0.03930837471365595	0.03930837471365595
BA000007.3	BA000007.3_1058	1178803	1179390	+	0.022880985787031297	0.022880985787031297
BA000007.3	BA000007.3_1059	1180158	1182008	+	0.00010191511311724482	0.00010191511311724482
BA000007.3	BA000007.3_1060	1182184	1182510	+	0.015496007986265712	0.015496007986265712
BA000007.3	BA000007.3_1061	1182510	1183160	+	0.011604224851016658	0.011604224851016658
BA000007.3	BA000007.3_1062	1183365	1183679	-	0.03831854052714175	0.03831854052714175
BA000007.3	BA000007.3_1063	1184145	1184669	-	0.0370083286403607	0.0370083286403607
BA000007.3	BA000007.3_1064	1184614	1184727	-	0.03555327127197714	0.03555327127197714
BA000007.3	BA000007.3_1065	1184948	1185481	-	0.033936877026375406	0.033936877026375406
BA000007.3	BA000007.3_1066	1185641	1185913	+	0.03214059321230447	0.03214059321230447
BA000007.3	BA000007.3_1067	1186169	1186375	-	0.03014383150886752	0.03014383150886752
BA000007.3	BA000007.3_1068	1187126	1187401	+	0.027923225417167956	0.027923225417167956
BA000007.3	BA000007.3_1069	1187477	1187857	+	0.030024343019397846	0.030024343019397846
BA000007.3	BA000007.3_1070	1187854	1188201	+	0.03205132338827986	0.03205132338827986
BA000007.3	BA000007.3_1071	1188251	1189789	+	0.03209429019195732	0.03209429019195732
BA000007.3	BA000007.3_1072	1189823	1189939	-	0.033912965650526615	0.033912965650526615
BA000007.3	BA000007.3_1073	1190017	1191981	+	0.03554954388108412	0.03554954388108412
BA000007.3	BA000007.3_1074	1191965	1192171	+	0.03702275617920985	0.03702275617920985
BA000007.3	BA000007.3_1075	1192168	1193760	+	0.03834931657898108	0.03834931657898108
BA000007.3	BA000007.3_1076	1193750	1195255	+	0.00008624357328604634	0.00008624357328604634
BA000007.3	BA000007.3_1077	1195292	1195639	+	0.00968329357193884	0.00968329357193884
BA000007.3	BA000007.3_1078	1195697	1195963	+	0.009769607636827495	0.009769607636827495
BA000007.3	BA000007.3_1079	1196056	1196685	+	6.748720762169878e-6	6.748720762169878e-6
BA000007.3	BA000007.3_1080	1196699	1197130	+	0.020730838388916567	0.020730838388916567
BA000007.3	BA000007.3_1081	1197157	1197570	+	0.01744218810429106	0.01744218810429106
BA000007.3	BA000007.3_1082	1197551	1200130	+	0.013804786182920302	0.013804786182920302
BA000007.3	BA000007.3_1083	1200127	1200456	+	0.0174801957072523	0.0174801957072523
BA000007.3	BA000007.3_1084	1200456	1201154	+	0.02077652399503398	0.02077652399503398
BA000007.3	BA000007.3_1085	1201165	1201908	+	0.000017395330695378852	0.000017395330695378852
BA000007.3	BA000007.3_1086	1201905	1202486	+	0.006279415033913805	0.006279415033913805
BA000007.3	BA000007.3_1087	1202677	1203204	-	0.0012909935958413292	0.0012909935958413292
BA000007.3	BA000007.3_1088	1203338	1206811	+	0.38626627337418906	0.38626627337418906
BA000007.3	BA000007.3_1089	1206879	1207478	+	0.21560854496704404	0.21560854496704404
BA000007.3	BA000007.3_1090	1207543	1208856	+	0.1227602449115636	0.1227602449115636
BA000007.3	BA000007.3_1091	1208858	1209127	+	0.11707715771568702	0.11707715771568702
BA000007.3	BA000007.3_1092	1209252	1209962	-	0.11199964537829837	0.11199964537829837
BA000007.3	BA000007.3_1093	1210601	1210783	-	0.10747468688044412	0.10747468688044412
BA000007.3	BA000007.3_1094	1211401	1212519	+	0.10345503114830365	0.10345503114830365
BA000007.3	BA000007.3_1095	1212516	1214309	+	0.10605416388542613	0.10605416388542613
BA000007.3	BA000007.3_1096	1214328	1215035	+	0.10904889726651325	0.10904889726651325
BA000007.3	BA000007.3_1097	1215032	1215619	+	0.2519324339723376	0.2519324339723376
BA000007.3	BA000007.3_1098	1215616	1216014	+	0.2688992375124253	0.2688992375124253
BA000007.3	BA000007.3_1099	1216011	1216868	+	0.2868742129888058	0.2868742129888058
BA000007.3	BA000007.3_1100	1217002	1218546	+	0.3058371638051015	0.3058371638051015
BA000007.3	BA000007.3_1101	1218558	1219694	+	0.3257884899481874	0.3257884899481874
BA000007.3	BA000007.3_1102	1219879	1221183	+	0.34668246845094164	0.34668246845094164
BA000007.3	BA000007.3_1103	1221303	1223483	-	0.38294065341978806	0.38294065341978806
BA000007.3	BA000007.3_1104	1223503	1223949	-	0.4330367035555497	0.4330367035555497
BA000007.3	BA000007.3_1105	1223937	1225076	-	0.488509142923942	0.488509142923942
BA000007.3	BA000007.3_1106	1225122	1227218	-	0.48782522865086253	0.48782522865086253
BA000007.3	BA000007.3_1107	1227218	1227964	-	0.48769084091695586	0.48769084091695586
BA000007.3	BA000007.3_1108	1227961	1228605	-	0.41038599775503054	0.41038599775503054
BA000007.3	BA000007.3_1109	1228712	1229017	-	0.38856484883022463	0.38856484883022463
BA000007.3	BA000007.3_1110	1229957	1230169	+	0.1512189306526268	0.1512189306526268
BA000007.3	BA000007.3_1111	1230784	1231857	-	0.15583181455910317	0.15583181455910317
BA000007.3	BA000007.3_1112	1231929	1234628	-	0.000025271975753791977	0.000025271975753791977
BA000007.3	BA000007.3_1113	1234756	1235784	+	0.010740503698833396	0.010740503698833396
BA000007.3	BA000007.3_1114	1235757	1236449	-	0.017053714063881103	0.017053714063881103
BA000007.3	BA000007.3_1115	1236579	1237751	+	0.014848271912181892	0.014848271912181892
BA000007.3	BA000007.3_1116	1237751	1240297	+	0.010587157758253014	0.010587157758253014
BA000007.3	BA000007.3_1117	1240294	1240893	+	0.021451160396006377	0.021451160396006377
BA000007.3	BA000007.3_1118	1241047	1241352	-	0.017556273328313988	0.017556273328313988
BA000007.3	BA000007.3_1119	1241352	1242272	-	0.013209894952791476	0.013209894952791476
BA000007.3	BA000007.3_1120	1242532	1243431	+	0.056670370793657	0.056670370793657
BA000007.3	BA000007.3_1121	1243541	1243789	+	0.054401958603234365	0.054401958603234365
BA000007.3	BA000007.3_1122	1244080	1245321	+	0.05188237178307666	0.05188237178307666
BA000007.3	BA000007.3_1123	1245359	1245586	-	0.04582055508450596	0.04582055508450596
