sequence_id	protein_id	start	end	strand	domain	hmm	i_evalue	pvalue	domain_start	domain_end	cluster_probability
BA000007.3	BA000007.3_1168	1270545	1271432	-	PF00665	Pfam	7.534593534322737e-22	2.7240034469713437e-25	126	221	0.04740949916687915
BA000007.3	BA000007.3_1168	1270545	1271432	-	PF13683	Pfam	1.9317869042685303e-12	6.984045207044579e-16	217	277	0.04740949916687915
BA000007.3	BA000007.3_1168	1270545	1271432	-	PF13333	Pfam	2.598619297479612e-7	9.394863692984857e-11	230	276	0.04740949916687915
BA000007.3	BA000007.3_1189	1284924	1286861	+	PF13620	Pfam	1.7554069103440365e-9	6.346373500882272e-13	5	86	0.09699363190218362
BA000007.3	BA000007.3_1189	1284924	1286861	+	PF01391	Pfam	1.1178646863288328e-9	4.041448612902505e-13	244	302	0.09699363190218362
BA000007.3	BA000007.3_1189	1284924	1286861	+	PF01391	Pfam	5.729345121638149e-8	2.0713467540268073e-11	283	339	0.09699363190218362
BA000007.3	BA000007.3_1189	1284924	1286861	+	PF01391	Pfam	6.996896849406335e-10	2.5296084054252836e-13	339	396	0.09699363190218362
BA000007.3	BA000007.3_1193	1289377	1290645	+	PF09327	Pfam	4.0178374027026375e-9	1.4525804058939398e-12	258	321	0.532035249605373
BA000007.3	BA000007.3_1196	1291652	1292386	+	PF13505	Pfam	1.191924036917979e-17	4.309197530433763e-21	71	244	0.47785269189825497
BA000007.3	BA000007.3_1211	1307426	1307647	-	PF01258	Pfam	1.5132720197316422e-8	5.470976210165011e-12	32	64	0.00030956381411294167
BA000007.3	BA000007.3_1214	1309473	1310801	-	PF00860	Pfam	3.391654029169005e-105	1.2261945152454826e-108	31	401	0.0010017598017577278
BA000007.3	BA000007.3_1215	1310822	1311316	-	PF01613	Pfam	6.715444320865785e-31	2.427854056712142e-34	13	159	0.026224853529478835
BA000007.3	BA000007.3_1216	1311327	1311917	-	PF00881	Pfam	4.0548784761062614e-14	1.4659719725619166e-17	18	174	0.018207742224928797
BA000007.3	BA000007.3_1217	1311927	1312727	-	PF00561	Pfam	6.463331742292316e-17	2.3367070651816038e-20	14	115	0.010622079677000252
BA000007.3	BA000007.3_1217	1311927	1312727	-	PF12146	Pfam	2.0923382115220577e-17	7.564491003333542e-21	15	235	0.010622079677000252
BA000007.3	BA000007.3_1217	1311927	1312727	-	PF12697	Pfam	4.927355293642725e-17	1.7814010461470445e-20	16	249	0.010622079677000252
BA000007.3	BA000007.3_1218	1312735	1313121	-	PF01042	Pfam	3.1792946969372106e-33	1.1494196301291432e-36	13	125	0.007985303537538636
BA000007.3	BA000007.3_1219	1313133	1313828	-	PF00857	Pfam	1.3447456099847827e-39	4.861697794594298e-43	19	216	0.009767834613500618
BA000007.3	BA000007.3_1220	1313825	1314916	-	PF00296	Pfam	2.221878670505978e-57	8.032822380715755e-61	1	320	0.010850061905902045
BA000007.3	BA000007.3_1221	1315204	1315842	+	PF00440	Pfam	7.298253333488759e-16	2.638558688896876e-19	23	69	0.006707105238943837
BA000007.3	BA000007.3_1222	1315882	1319844	-	PF01619	Pfam	5.791438740274423e-94	2.0937956400124447e-97	269	569	0.005407287989781937
BA000007.3	BA000007.3_1222	1315882	1319844	-	PF00171	Pfam	5.038797100072726e-110	1.8216909255505155e-113	659	1103	0.005407287989781937
BA000007.3	BA000007.3_1224	1320267	1321775	+	PF00474	Pfam	1.1507526713399879e-148	4.160349498698438e-152	35	437	0.0028106083588669614
BA000007.3	BA000007.3_1228	1325337	1326464	+	PF13473	Pfam	2.8174744393898693e-25	1.0186097033224402e-28	13	115	0.007869758350490976
BA000007.3	BA000007.3_1230	1328085	1329149	+	PF02562	Pfam	1.3099174666188806e-76	4.735782598043676e-80	149	353	0.000020589458094186877
BA000007.3	BA000007.3_1230	1328085	1329149	+	PF13604	Pfam	3.670440010906099e-8	1.3269848195611347e-11	153	308	0.000020589458094186877
BA000007.3	BA000007.3_1232	1329614	1330939	-	PF13641	Pfam	2.206951185742696e-37	7.978854612229559e-41	75	298	0.002809105592303966
BA000007.3	BA000007.3_1232	1329614	1330939	-	PF10111	Pfam	1.306960540882991e-10	4.725092338694834e-14	78	176	0.002809105592303966
BA000007.3	BA000007.3_1232	1329614	1330939	-	PF00535	Pfam	8.824331582305616e-39	3.1902861830461376e-42	78	245	0.002809105592303966
BA000007.3	BA000007.3_1232	1329614	1330939	-	PF13506	Pfam	2.7333861370156236e-15	9.882090155515632e-19	142	297	0.002809105592303966
BA000007.3	BA000007.3_1233	1330932	1332950	-	PF01522	Pfam	1.587841915552072e-32	5.7405709166741574e-36	102	270	0.00370488345101723
BA000007.3	BA000007.3_1235	1335969	1337327	+	PF00990	Pfam	1.644979133437879e-50	5.947140757186837e-54	282	439	0.001443211668467128
BA000007.3	BA000007.3_1236	1337425	1339035	+	PF00563	Pfam	7.240870120112843e-66	2.6178127693828067e-69	291	523	0.002006273464728453
BA000007.3	BA000007.3_1238	1339633	1340445	-	PF00486	Pfam	2.3089153607079956e-12	8.347488650426593e-16	25	103	0.03005432224660475
BA000007.3	BA000007.3_1239	1341133	1341915	+	PF00106	Pfam	6.753535215368416e-50	2.441625168245993e-53	18	204	0.023097011208292304
BA000007.3	BA000007.3_1239	1341133	1341915	+	PF01370	Pfam	2.4847783336543753e-6	8.983291155655731e-10	21	116	0.023097011208292304
BA000007.3	BA000007.3_1239	1341133	1341915	+	PF08659	Pfam	1.3011388249609375e-12	4.704044920321538e-16	21	177	0.023097011208292304
BA000007.3	BA000007.3_1239	1341133	1341915	+	PF13561	Pfam	1.2944101140618672e-54	4.6797184167095704e-58	24	258	0.023097011208292304
BA000007.3	BA000007.3_1247	1350076	1353888	+	PF05860	Pfam	2.337981682115156e-46	8.452572964986102e-50	42	282	0.0003978724843331944
BA000007.3	BA000007.3_1248	1353977	1355596	+	PF08479	Pfam	1.07378998477963e-17	3.882104066448409e-21	70	144	0.048714251444114266
BA000007.3	BA000007.3_1248	1353977	1355596	+	PF03865	Pfam	9.57178106941827e-70	3.460513763347169e-73	200	502	0.048714251444114266
BA000007.3	BA000007.3_1249	1355612	1355980	+	PF01648	Pfam	1.1844175968455119e-19	4.2820592799910046e-23	2	96	0.8047846890233923
BA000007.3	BA000007.3_1250	1355994	1356755	+	PF00106	Pfam	4.7496499227060226e-55	1.7171547081366676e-58	12	203	0.7985280123560643
BA000007.3	BA000007.3_1250	1355994	1356755	+	PF08659	Pfam	9.79873603862306e-17	3.542565451418315e-20	13	175	0.7985280123560643
BA000007.3	BA000007.3_1250	1355994	1356755	+	PF13561	Pfam	1.196695184614712e-59	4.326446799040896e-63	18	250	0.7985280123560643
BA000007.3	BA000007.3_1251	1356759	1357307	+	PF07977	Pfam	4.045724268857124e-14	1.4626624254725685e-17	19	82	0.7944342642390767
BA000007.3	BA000007.3_1252	1357329	1357610	+	PF00550	Pfam	3.245837279489287e-7	1.1734769629390048e-10	18	86	0.7946234377784736
BA000007.3	BA000007.3_1253	1357646	1358806	+	PF01571	Pfam	6.546355831457076e-34	2.3667230048651756e-37	5	259	0.7855631289312338
BA000007.3	BA000007.3_1253	1357646	1358806	+	PF08669	Pfam	6.446260088215988e-8	2.3305351005842328e-11	284	361	0.7855631289312338
BA000007.3	BA000007.3_1254	1358880	1361438	+	PF00109	Pfam	1.4396778653923913e-30	5.204909130124336e-34	6	237	0.7823855019794868
BA000007.3	BA000007.3_1254	1358880	1361438	+	PF02801	Pfam	1.247340151233768e-35	4.509545015306464e-39	245	358	0.7823855019794868
BA000007.3	BA000007.3_1254	1358880	1361438	+	PF00109	Pfam	2.612980226693178e-17	9.446783176764924e-21	413	684	0.7823855019794868
BA000007.3	BA000007.3_1254	1358880	1361438	+	PF02801	Pfam	1.5169856022578637e-9	5.484402032747157e-13	696	811	0.7823855019794868
BA000007.3	BA000007.3_1255	1361443	1362666	+	PF00109	Pfam	1.454052170539061e-13	5.256876972303185e-17	64	234	0.7711621830027466
BA000007.3	BA000007.3_1255	1361443	1362666	+	PF02801	Pfam	2.303652726609977e-12	8.328462496782275e-16	270	351	0.7711621830027466
BA000007.3	BA000007.3_1257	1363627	1364334	+	PF00005	Pfam	6.361082493245762e-34	2.299740597702734e-37	30	179	0.7116119037341072
BA000007.3	BA000007.3_1262	1368481	1369422	+	PF00698	Pfam	2.2128708867502106e-24	8.000256278923393e-28	11	285	0.6082108553492009
BA000007.3	BA000007.3_1264	1370772	1371974	+	PF00589	Pfam	1.1859570966284373e-18	4.287625078193916e-22	232	374	0.5100123020728442
BA000007.3	BA000007.3_1268	1378953	1381313	+	PF04851	Pfam	2.871028143855865e-18	1.0379711293766685e-21	423	564	0.45998394155212174
BA000007.3	BA000007.3_1268	1378953	1381313	+	PF00270	Pfam	1.871380631965751e-6	6.765656659312187e-10	427	563	0.45998394155212174
BA000007.3	BA000007.3_1268	1378953	1381313	+	PF00271	Pfam	8.088997932542828e-7	2.9244388765519984e-10	635	738	0.45998394155212174
BA000007.3	BA000007.3_1270	1382070	1383608	-	PF03050	Pfam	6.689126753179687e-102	2.4183393901589614e-105	176	461	0.31822764751367755
BA000007.3	BA000007.3_1274	1384909	1385727	+	PF13276	Pfam	4.9893161722041864e-11	1.8038019422285562e-14	27	82	0.03350311704567432
BA000007.3	BA000007.3_1274	1384909	1385727	+	PF00665	Pfam	3.7916743763699134e-20	1.3708150312255652e-23	107	205	0.03350311704567432
BA000007.3	BA000007.3_1274	1384909	1385727	+	PF13683	Pfam	5.7498195655550095e-16	2.078748939101594e-19	194	260	0.03350311704567432
BA000007.3	BA000007.3_1274	1384909	1385727	+	PF13333	Pfam	4.110857397059977e-13	1.4862101941648506e-16	212	266	0.03350311704567432
BA000007.3	BA000007.3_1278	1387678	1388037	+	PF01219	Pfam	7.097727950227858e-36	2.566062165664446e-39	16	117	0.01713409975958784
BA000007.3	BA000007.3_1279	1388130	1389749	-	PF00884	Pfam	1.6752234179930532e-46	6.05648379607033e-50	233	521	0.003538907294087586
BA000007.3	BA000007.3_1284	1392043	1393746	+	PF01979	Pfam	1.7402938022709842e-82	6.291734643062127e-86	125	453	0.009379534313011823
BA000007.3	BA000007.3_1284	1392043	1393746	+	PF07969	Pfam	2.3009167507124884e-8	8.31857104379063e-12	390	448	0.009379534313011823
BA000007.3	BA000007.3_1287	1394907	1395524	+	PF02492	Pfam	3.119460849642458e-40	1.127787725828799e-43	10	177	0.010565151121062379
BA000007.3	BA000007.3_1290	1396736	1396999	+	PF01197	Pfam	1.1284361374011563e-25	4.07966788648285e-29	1	78	0.00006177354704221005
BA000007.3	BA000007.3_1293	1400517	1401002	-	PF03050	Pfam	1.497843612890137e-32	5.41519744356521e-36	2	110	0.03634280775218852
BA000007.3	BA000007.3_1296	1402125	1403738	+	PF03050	Pfam	3.5497120691241718e-93	1.2833376967187895e-96	197	486	0.03393163003814918
BA000007.3	BA000007.3_1297	1403742	1404599	-	PF03050	Pfam	1.043991196571555e-28	3.7743716434257234e-32	178	276	0.03421842307212397
BA000007.3	BA000007.3_1309	1414400	1414855	+	PF05099	Pfam	2.835629898510677e-21	1.0251734991000279e-24	33	149	0.003060168715093036
BA000007.3	BA000007.3_1310	1414878	1415918	+	PF03741	Pfam	2.4564083700244874e-42	8.880724403559246e-46	74	300	0.7044649239733123
BA000007.3	BA000007.3_1314	1418511	1420601	-	PF07715	Pfam	1.1838233607695236e-28	4.2799109210756456e-32	40	152	0.9002147415628639
BA000007.3	BA000007.3_1314	1418511	1420601	-	PF00593	Pfam	2.881361133689494e-69	1.0417068451516609e-72	215	695	0.9002147415628639
BA000007.3	BA000007.3_1320	1426299	1427423	+	PF06722	Pfam	1.1478140475508836e-30	4.1497254069084726e-34	164	259	0.990106290224655
BA000007.3	BA000007.3_1320	1426299	1427423	+	PF00201	Pfam	4.12046016519859e-7	1.4896819107731706e-10	253	328	0.990106290224655
BA000007.3	BA000007.3_1326	1431296	1431487	-	PF13973	Pfam	5.0393978206721595e-22	1.8219081058106144e-25	6	56	0.990579813828109
BA000007.3	BA000007.3_1327	1432081	1432968	-	PF13276	Pfam	5.1322749217976315e-18	1.85548623347709e-21	47	103	0.9436450168967515
BA000007.3	BA000007.3_1327	1432081	1432968	-	PF00665	Pfam	6.455602606431963e-21	2.3339127282834284e-24	126	221	0.9436450168967515
BA000007.3	BA000007.3_1327	1432081	1432968	-	PF13683	Pfam	1.6081944431652455e-12	5.814151999874351e-16	218	277	0.9436450168967515
BA000007.3	BA000007.3_1327	1432081	1432968	-	PF13333	Pfam	5.354006702457754e-7	1.9356495670490793e-10	230	278	0.9436450168967515
BA000007.3	BA000007.3_1329	1433475	1434521	+	PF08479	Pfam	7.159461607328967e-24	2.5883809137125697e-27	65	141	0.7590644145966202
BA000007.3	BA000007.3_1331	1435274	1437442	+	PF13604	Pfam	1.8627893784733836e-7	6.734596451458365e-11	7	70	0.6757816655013021
BA000007.3	BA000007.3_1331	1435274	1437442	+	PF13245	Pfam	5.540491003132047e-9	2.0030697769819402e-12	11	348	0.6757816655013021
BA000007.3	BA000007.3_1332	1437943	1439175	+	PF01507	Pfam	3.854877043596914e-8	1.3936648747638878e-11	35	89	0.5044502699035018
BA000007.3	BA000007.3_1332	1437943	1439175	+	PF01507	Pfam	4.3479131824479875e-8	1.571913659597971e-11	165	240	0.5044502699035018
BA000007.3	BA000007.3_1333	1439160	1439798	+	PF02195	Pfam	3.0093643401848614e-10	1.0879842155404416e-13	54	148	0.5078968122028428
BA000007.3	BA000007.3_1336	1441509	1441757	-	PF13683	Pfam	2.821349065083124e-12	1.020010507983776e-15	11	64	0.20672991778513822
BA000007.3	BA000007.3_1336	1441509	1441757	-	PF13333	Pfam	2.0586989378162982e-8	7.442873961736436e-12	17	63	0.20672991778513822
BA000007.3	BA000007.3_1337	1441811	1442236	+	PF13384	Pfam	1.8930121106561666e-6	6.843861571425042e-10	19	58	0.10616769757604534
BA000007.3	BA000007.3_1340	1443047	1443919	+	PF03193	Pfam	5.093073322303945e-7	1.841313565547341e-10	24	96	0.007711580271267864
BA000007.3	BA000007.3_1340	1443047	1443919	+	PF01926	Pfam	2.6829568141020574e-14	9.699771562191097e-18	39	135	0.007711580271267864
BA000007.3	BA000007.3_1341	1444291	1447140	+	PF03797	Pfam	3.9140735786577706e-46	1.415066369724429e-49	656	925	0.0062783060991355175
BA000007.3	BA000007.3_1342	1447251	1449635	+	PF00350	Pfam	2.809532897714154e-19	1.0157385747339674e-22	71	299	0.0025132886442396584
BA000007.3	BA000007.3_1342	1447251	1449635	+	PF01926	Pfam	2.4580978856639535e-8	8.88683255843801e-12	71	299	0.0025132886442396584
BA000007.3	BA000007.3_1347	1453354	1453830	+	PF04002	Pfam	1.1678026712852798e-44	4.221990857864352e-48	38	157	0.00011582689919907316
BA000007.3	BA000007.3_1355	1457167	1458105	+	PF02826	Pfam	5.333570276182441e-46	1.928261126602473e-49	105	277	0.046130408944280374
BA000007.3	BA000007.3_1356	1458160	1458897	+	PF02811	Pfam	3.5527522937985467e-10	1.284436837960429e-13	5	78	0.04413422739463419
BA000007.3	BA000007.3_1362	1461827	1462477	-	PF00196	Pfam	1.3415030256493008e-21	4.849974785427696e-25	155	210	0.07554089354921198
BA000007.3	BA000007.3_1368	1465578	1467059	+	PF13091	Pfam	2.648262194210335e-10	9.574339096928183e-14	62	204	0.032708751762646
BA000007.3	BA000007.3_1368	1465578	1467059	+	PF13091	Pfam	1.2967971009325118e-28	4.68834815955355e-32	294	436	0.032708751762646
BA000007.3	BA000007.3_1369	1467067	1468224	-	PF01757	Pfam	1.2222408523856375e-41	4.41880279242819e-45	10	356	0.021956462589530566
BA000007.3	BA000007.3_1371	1470175	1472688	+	PF00535	Pfam	1.4622048803097674e-24	5.286351700324539e-28	236	418	0.007950692594595113
BA000007.3	BA000007.3_1371	1470175	1472688	+	PF13506	Pfam	1.4393979726567495e-6	5.203897225801698e-10	301	458	0.007950692594595113
BA000007.3	BA000007.3_1374	1473546	1474517	-	PF07690	Pfam	2.4619747970845722e-20	8.90084886870778e-24	4	178	0.022264815899899554
BA000007.3	BA000007.3_1374	1473546	1474517	-	PF07690	Pfam	3.197267319510215e-21	1.1559173244794704e-24	139	308	0.022264815899899554
BA000007.3	BA000007.3_1376	1476089	1477141	+	PF17773	Pfam	1.3477360972909516e-22	4.872509390061286e-26	25	117	0.00047439720654561513
BA000007.3	BA000007.3_1376	1476089	1477141	+	PF00581	Pfam	1.6899220828479072e-14	6.1096243053069675e-18	138	233	0.00047439720654561513
BA000007.3	BA000007.3_1377	1477183	1477758	-	PF04264	Pfam	5.697846601403657e-44	2.0599590026766653e-47	25	186	0.0010010997273235068
BA000007.3	BA000007.3_1378	1477762	1478328	-	PF01292	Pfam	4.2665638480836316e-29	1.5425031988733303e-32	9	180	0.0030197367691241974
BA000007.3	BA000007.3_1380	1478750	1479868	-	PF01266	Pfam	9.043593932191221e-48	3.269556736150116e-51	4	352	0.014463105142103659
BA000007.3	BA000007.3_1383	1480846	1481892	-	PF01979	Pfam	9.899969670969439e-22	3.579164740046796e-25	15	307	0.010205143198635361
BA000007.3	BA000007.3_1385	1482692	1483339	-	PF13417	Pfam	1.2360746591949448e-12	4.468816555296257e-16	3	74	0.022323994378213023
BA000007.3	BA000007.3_1385	1482692	1483339	-	PF13409	Pfam	3.681127668745459e-8	1.3308487594885969e-11	8	71	0.022323994378213023
BA000007.3	BA000007.3_1386	1483403	1484611	-	PF07690	Pfam	2.4523288668153747e-20	8.865975657322396e-24	20	187	0.02776384152483651
BA000007.3	BA000007.3_1386	1483403	1484611	-	PF07690	Pfam	1.2832361416444328e-12	4.639320830240177e-16	211	392	0.02776384152483651
BA000007.3	BA000007.3_1387	1484847	1485431	+	PF13302	Pfam	8.831226606820179e-20	3.1927789612509684e-23	17	162	0.00034253496342849646
BA000007.3	BA000007.3_1387	1484847	1485431	+	PF13420	Pfam	1.138933342935911e-9	4.117618738018478e-13	21	181	0.00034253496342849646
BA000007.3	BA000007.3_1387	1484847	1485431	+	PF00583	Pfam	5.123741450976922e-9	1.852401103028533e-12	53	161	0.00034253496342849646
BA000007.3	BA000007.3_1389	1486091	1487014	+	PF01408	Pfam	2.594506947254826e-26	9.379996193979847e-30	4	121	0.007826673646786787
BA000007.3	BA000007.3_1390	1487124	1488659	+	PF03023	Pfam	1.7879727429889533e-163	6.464109699887756e-167	28	478	0.005813465905697895
BA000007.3	BA000007.3_1390	1487124	1488659	+	PF14667	Pfam	3.576058014261957e-9	1.292862622654359e-12	354	500	0.005813465905697895
BA000007.3	BA000007.3_1391	1488699	1489115	-	PF05130	Pfam	4.245919374033209e-18	1.5350395423113554e-21	2	128	0.001402867838721224
BA000007.3	BA000007.3_1392	1489120	1489413	-	PF04316	Pfam	4.703201997688897e-10	1.700362255129753e-13	40	88	0.0006391192991936892
BA000007.3	BA000007.3_1394	1490303	1490719	+	PF00460	Pfam	3.1562429036162964e-13	1.1410856484513002e-16	9	39	0.0003149655809355988
BA000007.3	BA000007.3_1395	1490723	1491127	+	PF00460	Pfam	2.2438242018985794e-11	8.112162696668762e-15	7	37	0.000011020146144318724
BA000007.3	BA000007.3_1395	1490723	1491127	+	PF06429	Pfam	5.446733264516226e-13	1.9691732698901756e-16	87	131	0.000011020146144318724
BA000007.3	BA000007.3_1396	1491139	1491834	+	PF03963	Pfam	6.728776921233093e-25	2.4326742303807276e-28	7	78	0.00005960805113487048
BA000007.3	BA000007.3_1396	1491139	1491834	+	PF13860	Pfam	2.8784166114258746e-23	1.0406423034800704e-26	119	188	0.00005960805113487048
BA000007.3	BA000007.3_1397	1491859	1493064	+	PF00460	Pfam	3.32994175172641e-12	1.2038834966472922e-15	3	33	0.00001055188282598726
BA000007.3	BA000007.3_1397	1491859	1493064	+	PF06429	Pfam	4.122317629435674e-21	1.4903534452045096e-24	323	400	0.00001055188282598726
BA000007.3	BA000007.3_1398	1493084	1493839	+	PF00460	Pfam	3.4517583456173675e-11	1.2479242030431553e-14	5	35	0.000010470054544624102
BA000007.3	BA000007.3_1398	1493084	1493839	+	PF06429	Pfam	2.8736506139071078e-21	1.03891923857813e-24	170	247	0.000010470054544624102
BA000007.3	BA000007.3_1399	1493977	1494759	+	PF00460	Pfam	7.776136682997089e-11	2.8113292418644573e-14	8	35	0.000028334696864894084
BA000007.3	BA000007.3_1399	1493977	1494759	+	PF06429	Pfam	2.032711978617097e-27	7.34892255465328e-31	183	260	0.000028334696864894084
BA000007.3	BA000007.3_1402	1496619	1497560	+	PF01832	Pfam	3.849130827517822e-21	1.3915874286036956e-24	161	295	7.13060130162028e-6
BA000007.3	BA000007.3_1403	1497626	1499269	+	PF06429	Pfam	2.105957254605752e-8	7.61372832467734e-12	492	546	0.0003464479842483602
BA000007.3	BA000007.3_1404	1499281	1500234	+	PF00669	Pfam	3.1477568023047236e-40	1.1380176436387287e-43	3	141	0.00020609901740742493
BA000007.3	BA000007.3_1405	1500429	1503614	-	PF00575	Pfam	5.682446717829581e-17	2.054391438116262e-20	36	118	0.00001710675023635031
BA000007.3	BA000007.3_1405	1500429	1503614	-	PF10150	Pfam	3.7540888984318946e-94	1.357226644407771e-97	121	391	0.00001710675023635031
BA000007.3	BA000007.3_1406	1504187	1505146	+	PF01479	Pfam	1.8945224095634023e-11	6.8493217988553955e-15	20	66	1.5342255379659973e-6
BA000007.3	BA000007.3_1406	1504187	1505146	+	PF00849	Pfam	4.089087844323014e-30	1.4783397846431721e-33	101	249	1.5342255379659973e-6
BA000007.3	BA000007.3_1407	1505247	1505870	-	PF02545	Pfam	2.1628997486588674e-53	7.819594174471682e-57	16	199	7.301046218997006e-6
BA000007.3	BA000007.3_1408	1506030	1506551	+	PF02620	Pfam	4.0737615237646456e-20	1.472798815533133e-23	61	171	0.00015709605893780016
BA000007.3	BA000007.3_1409	1506603	1506776	+	PF01783	Pfam	2.4428104017779822e-20	8.831563274685403e-24	2	57	0.00007509063922812756
BA000007.3	BA000007.3_1410	1506887	1507927	+	PF02504	Pfam	2.404026197980865e-129	8.691345618152079e-133	1	321	0.0005058361141746189
BA000007.3	BA000007.3_1411	1507995	1508948	+	PF00108	Pfam	2.2936551275560446e-6	8.292317887042822e-10	36	142	0.1244383634946101
BA000007.3	BA000007.3_1411	1507995	1508948	+	PF08545	Pfam	3.2433362813433954e-30	1.1725727698276918e-33	106	183	0.1244383634946101
BA000007.3	BA000007.3_1411	1507995	1508948	+	PF08541	Pfam	9.524502511096143e-38	3.443421009073081e-41	228	316	0.1244383634946101
BA000007.3	BA000007.3_1412	1508964	1509893	+	PF00698	Pfam	2.2068268898229114e-39	7.978405241586809e-43	6	283	0.191911940563298
BA000007.3	BA000007.3_1413	1509906	1510640	+	PF00106	Pfam	1.345172382126878e-62	4.863240716293846e-66	6	196	0.17819280040026592
BA000007.3	BA000007.3_1413	1509906	1510640	+	PF08659	Pfam	9.597577132222414e-21	3.469839888728277e-24	9	179	0.17819280040026592
BA000007.3	BA000007.3_1413	1509906	1510640	+	PF13460	Pfam	1.5385223288138433e-6	5.562264384721053e-10	12	188	0.17819280040026592
BA000007.3	BA000007.3_1413	1509906	1510640	+	PF13561	Pfam	5.996388797150462e-69	2.1678918283262697e-72	12	241	0.17819280040026592
BA000007.3	BA000007.3_1414	1510851	1511087	+	PF00550	Pfam	1.6180405375896008e-17	5.849748870533625e-21	6	73	0.17011858610880934
BA000007.3	BA000007.3_1415	1511175	1512416	+	PF00109	Pfam	4.762135583571493e-64	1.721668685311458e-67	4	247	0.10507085264251229
BA000007.3	BA000007.3_1415	1511175	1512416	+	PF00108	Pfam	1.2712456185722346e-6	4.5959711445127787e-10	147	195	0.10507085264251229
BA000007.3	BA000007.3_1415	1511175	1512416	+	PF02801	Pfam	1.4336166594803341e-40	5.182995876646182e-44	255	369	0.10507085264251229
BA000007.3	BA000007.3_1417	1513348	1514370	+	PF02618	Pfam	5.4353848920538385e-80	1.9650704598893126e-83	43	328	0.012324361452667609
BA000007.3	BA000007.3_1418	1514360	1515001	+	PF02223	Pfam	2.0695505382513507e-61	7.482106067430769e-65	8	200	0.003999953405152698
BA000007.3	BA000007.3_1419	1514998	1516002	+	PF13177	Pfam	1.2292972956041092e-39	4.4443141561970684e-43	12	165	0.008649542197027725
BA000007.3	BA000007.3_1420	1516013	1516810	+	PF01026	Pfam	2.325371409068219e-77	8.406982679205419e-81	4	255	0.010324635312243537
BA000007.3	BA000007.3_1421	1517105	1518538	+	PF02378	Pfam	1.1469314783694475e-85	4.146534628956788e-89	13	320	0.000015385999280560906
BA000007.3	BA000007.3_1421	1517105	1518538	+	PF00367	Pfam	3.801735929683071e-15	1.3744526137682833e-18	405	436	0.000015385999280560906
BA000007.3	BA000007.3_1422	1518598	1520787	-	PF07715	Pfam	2.7797633668284152e-14	1.0049759099162745e-17	75	175	0.003027734767712758
BA000007.3	BA000007.3_1422	1518598	1520787	-	PF00593	Pfam	9.801512411325416e-52	3.543569201491474e-55	276	727	0.003027734767712758
BA000007.3	BA000007.3_1423	1521133	1521492	+	PF11969	Pfam	1.170325714240625e-21	4.231112488216288e-25	5	106	0.00025550568915899707
BA000007.3	BA000007.3_1423	1521133	1521492	+	PF01230	Pfam	3.8524938217269895e-31	1.392803261651117e-34	12	109	0.00025550568915899707
BA000007.3	BA000007.3_1426	1522508	1523332	+	PF01636	Pfam	2.242655169039265e-14	8.107936258276446e-18	25	222	0.01224010676166275
BA000007.3	BA000007.3_1427	1523343	1524368	+	PF00933	Pfam	4.578106308532934e-105	1.6551360479150158e-108	9	299	0.009262182658543774
BA000007.3	BA000007.3_1429	1525333	1526637	+	PF00070	Pfam	1.118591223574327e-11	4.0440752840720425e-15	172	254	0.020237051100160112
BA000007.3	BA000007.3_1430	1526864	1527403	+	PF05433	Pfam	4.510792656503677e-12	1.6307999481213583e-15	73	113	0.000710670558029465
BA000007.3	BA000007.3_1431	1527465	1528160	-	PF00440	Pfam	2.4645836151180697e-16	8.910280604186803e-20	46	91	0.008055763637255747
BA000007.3	BA000007.3_1433	1528678	1529637	-	PF01476	Pfam	2.085137605992688e-8	7.538458445382097e-12	46	90	0.023151257927298947
BA000007.3	BA000007.3_1433	1528678	1529637	-	PF03734	Pfam	3.132679392420875e-20	1.1325666639265637e-23	102	239	0.023151257927298947
BA000007.3	BA000007.3_1433	1528678	1529637	-	PF17969	Pfam	6.30304148277012e-25	2.278756862895922e-28	243	309	0.023151257927298947
BA000007.3	BA000007.3_1434	1529784	1533278	-	PF17757	Pfam	7.966513453559513e-26	2.8801567077221666e-29	145	233	1.0480546005544174e-6
BA000007.3	BA000007.3_1434	1529784	1533278	-	PF02559	Pfam	1.4857770512683051e-25	5.371572853464588e-29	493	588	1.0480546005544174e-6
BA000007.3	BA000007.3_1434	1529784	1533278	-	PF04851	Pfam	2.098934701369214e-12	7.588339484342784e-16	615	774	1.0480546005544174e-6
BA000007.3	BA000007.3_1434	1529784	1533278	-	PF00270	Pfam	3.273645528221802e-21	1.1835305597331172e-24	618	778	1.0480546005544174e-6
BA000007.3	BA000007.3_1434	1529784	1533278	-	PF00271	Pfam	1.6320298713061836e-18	5.900324914339059e-22	819	922	1.0480546005544174e-6
BA000007.3	BA000007.3_1434	1529784	1533278	-	PF03461	Pfam	1.7852306209989804e-28	6.454196026749748e-32	1022	1114	1.0480546005544174e-6
BA000007.3	BA000007.3_1435	1533358	1534431	-	PF01757	Pfam	4.476360038098593e-23	1.618351423752203e-26	7	326	0.008380831303296381
BA000007.3	BA000007.3_1437	1535885	1536586	+	PF00005	Pfam	1.1211203871203064e-36	4.053219042372764e-40	25	173	0.005082041865676056
BA000007.3	BA000007.3_1437	1535885	1536586	+	PF02463	Pfam	6.341257119810896e-7	2.292573072961278e-10	36	218	0.005082041865676056
