sequence_id	protein_id	start	end	strand	domain	hmm	i_evalue	pvalue	domain_start	domain_end	cluster_probability
NC_000913.3	NC_000913.3_828	894991	896124	+	PF00005	Pfam	1.485538798954739e-37	5.370711492967241e-41	36	177	0.002472667468961072
NC_000913.3	NC_000913.3_828	894991	896124	+	PF08402	Pfam	2.3670238969736768e-20	8.557570126441348e-24	295	375	0.002472667468961072
NC_000913.3	NC_000913.3_829	896134	897087	+	PF00528	Pfam	2.21546610545456e-24	8.009638848353434e-28	117	313	0.005998474922763642
NC_000913.3	NC_000913.3_830	897084	897929	+	PF00528	Pfam	5.2325073235127795e-15	1.8917235442924003e-18	81	273	0.007337149557470202
NC_000913.3	NC_000913.3_832	898518	899645	+	PF05958	Pfam	2.185609600690999e-17	7.901697760994212e-21	207	374	0.009401373651904719
NC_000913.3	NC_000913.3_832	898518	899645	+	PF05175	Pfam	2.074292782931175e-6	7.499250842122831e-10	235	310	0.009401373651904719
NC_000913.3	NC_000913.3_832	898518	899645	+	PF13847	Pfam	6.839637959945593e-8	2.4727541431473583e-11	236	294	0.009401373651904719
NC_000913.3	NC_000913.3_833	899844	900575	-	PF00497	Pfam	3.363801937163699e-71	1.2161250676658348e-74	23	242	0.004532899963940374
NC_000913.3	NC_000913.3_834	900866	901534	-	PF00528	Pfam	3.437679061930819e-12	1.242834078789161e-15	32	214	0.0049553058920932345
NC_000913.3	NC_000913.3_835	901534	902250	-	PF00528	Pfam	3.988555499301422e-16	1.4419940344545995e-19	25	230	0.005082121168734717
NC_000913.3	NC_000913.3_836	902257	902988	-	PF00497	Pfam	4.0482676849224415e-67	1.4635819540572818e-70	23	242	0.005356830651528485
NC_000913.3	NC_000913.3_837	903006	903734	-	PF00005	Pfam	8.563012791339636e-36	3.0958108428559785e-39	20	170	0.012130411844281392
NC_000913.3	NC_000913.3_837	903006	903734	-	PF13304	Pfam	3.014706071861385e-7	1.0899154272817733e-10	140	198	0.012130411844281392
NC_000913.3	NC_000913.3_839	904593	904916	+	PF01906	Pfam	1.3898441319643668e-40	5.024743788735961e-44	1	104	0.00022226529490145832
NC_000913.3	NC_000913.3_840	904913	905743	+	PF01510	Pfam	5.20947811994179e-26	1.8833977295523462e-29	42	179	0.012364344759317896
NC_000913.3	NC_000913.3_841	905740	906753	-	PF04321	Pfam	2.903496277903929e-11	1.0497094280202201e-14	1	252	0.08067685962250315
NC_000913.3	NC_000913.3_841	905740	906753	-	PF00106	Pfam	1.6931251985528017e-7	6.121204622389015e-11	3	78	0.08067685962250315
NC_000913.3	NC_000913.3_841	905740	906753	-	PF01370	Pfam	1.8913126686362723e-27	6.837717529415301e-31	3	234	0.08067685962250315
NC_000913.3	NC_000913.3_841	905740	906753	-	PF01073	Pfam	3.7332793902216665e-18	1.349703322567486e-21	4	256	0.08067685962250315
NC_000913.3	NC_000913.3_841	905740	906753	-	PF16363	Pfam	1.35252265237961e-11	4.889814361459183e-15	4	325	0.08067685962250315
NC_000913.3	NC_000913.3_841	905740	906753	-	PF13460	Pfam	5.130313066956986e-9	1.8547769584081655e-12	7	171	0.08067685962250315
NC_000913.3	NC_000913.3_841	905740	906753	-	PF07993	Pfam	2.790663630666152e-7	1.0089167139067793e-10	56	173	0.08067685962250315
NC_000913.3	NC_000913.3_842	906852	908282	-	PF01370	Pfam	2.2729907109611538e-15	8.217609222563825e-19	5	119	0.05849198495193722
NC_000913.3	NC_000913.3_842	906852	908282	-	PF05368	Pfam	4.505289325358834e-9	1.6288103128556883e-12	5	149	0.05849198495193722
NC_000913.3	NC_000913.3_842	906852	908282	-	PF01073	Pfam	1.9063080530088705e-6	6.891930777327804e-10	6	114	0.05849198495193722
NC_000913.3	NC_000913.3_842	906852	908282	-	PF13460	Pfam	1.0819626372665643e-15	3.9116508939499793e-19	9	148	0.05849198495193722
NC_000913.3	NC_000913.3_842	906852	908282	-	PF11066	Pfam	1.022552664285234e-13	3.6968642960420606e-17	331	463	0.05849198495193722
NC_000913.3	NC_000913.3_843	908293	909294	-	PF00155	Pfam	2.4566953949939614e-9	8.881762093253657e-13	28	303	0.0382194557245961
NC_000913.3	NC_000913.3_844	909331	911049	-	PF00205	Pfam	9.540246496956407e-33	3.449112977930733e-36	192	319	0.022694788524213517
NC_000913.3	NC_000913.3_845	911182	912150	-	PF00111	Pfam	5.171058956313611e-15	1.8695079379297218e-18	248	315	0.013821359657186696
NC_000913.3	NC_000913.3_848	915352	916047	-	PF00230	Pfam	3.7930689303717703e-50	1.3713192083773573e-53	2	223	0.009703686835372774
NC_000913.3	NC_000913.3_849	916473	918131	+	PF13175	Pfam	1.277235890551078e-9	4.617627948485459e-13	1	51	0.000010826822164701167
NC_000913.3	NC_000913.3_849	916473	918131	+	PF13555	Pfam	8.289958702545232e-7	2.997092806415485e-10	11	50	0.000010826822164701167
NC_000913.3	NC_000913.3_852	920347	922293	+	PF00005	Pfam	6.639247441879514e-32	2.4003063781198533e-35	24	172	0.013707656901552772
NC_000913.3	NC_000913.3_853	922366	922590	-	PF00313	Pfam	1.143929001759692e-29	4.135679688212914e-33	3	65	0.004107699362097058
NC_000913.3	NC_000913.3_854	922913	923233	+	PF02617	Pfam	6.879422215158845e-35	2.487137460288809e-38	23	102	0.00003653541698060332
NC_000913.3	NC_000913.3_855	923264	925540	+	PF02861	Pfam	1.0961293370344757e-15	3.9628681743834986e-19	13	62	0.005774669289851074
NC_000913.3	NC_000913.3_855	923264	925540	+	PF13191	Pfam	1.914770117266946e-7	6.922523923597058e-11	187	292	0.005774669289851074
NC_000913.3	NC_000913.3_855	923264	925540	+	PF00004	Pfam	1.2402741176300865e-13	4.4839989791398646e-17	211	342	0.005774669289851074
NC_000913.3	NC_000913.3_855	923264	925540	+	PF17871	Pfam	7.11116086988587e-31	2.570918608057075e-34	350	452	0.005774669289851074
NC_000913.3	NC_000913.3_855	923264	925540	+	PF07724	Pfam	2.3006319411255353e-48	8.317541363432882e-52	486	647	0.005774669289851074
NC_000913.3	NC_000913.3_855	923264	925540	+	PF07728	Pfam	4.662274602112529e-14	1.685565655138297e-17	491	609	0.005774669289851074
NC_000913.3	NC_000913.3_855	923264	925540	+	PF00004	Pfam	1.1289468174272587e-8	4.081514162788354e-12	492	607	0.005774669289851074
NC_000913.3	NC_000913.3_855	923264	925540	+	PF10431	Pfam	1.9316873861404773e-25	6.983685416270706e-29	653	733	0.005774669289851074
NC_000913.3	NC_000913.3_856	926225	926443	-	PF01176	Pfam	5.831853775392968e-28	2.1084070048419987e-31	7	70	0.004594165879477402
NC_000913.3	NC_000913.3_858	927474	929195	-	PF00664	Pfam	2.1258695741547362e-11	7.685717910899263e-15	58	287	0.02833418030761187
NC_000913.3	NC_000913.3_858	927474	929195	-	PF00005	Pfam	3.4757600037408423e-34	1.2566015920971953e-37	356	502	0.02833418030761187
NC_000913.3	NC_000913.3_859	929196	930962	-	PF00664	Pfam	4.906152070771918e-50	1.773735383503947e-53	26	291	0.03417237637570993
NC_000913.3	NC_000913.3_859	929196	930962	-	PF00005	Pfam	1.9218724697008674e-28	6.948201264283685e-32	369	513	0.03417237637570993
NC_000913.3	NC_000913.3_860	931085	932050	-	PF13738	Pfam	1.4490742706567507e-18	5.238880226524767e-22	70	286	0.014499819326579608
NC_000913.3	NC_000913.3_860	931085	932050	-	PF00070	Pfam	7.350550117422062e-20	2.657465696826487e-23	148	225	0.014499819326579608
NC_000913.3	NC_000913.3_861	932595	933089	+	PF13404	Pfam	2.907603912664117e-20	1.0511944731251327e-23	12	53	0.013686374224619066
NC_000913.3	NC_000913.3_861	932595	933089	+	PF13412	Pfam	4.68392532235786e-22	1.6933931028047216e-25	12	59	0.013686374224619066
NC_000913.3	NC_000913.3_861	932595	933089	+	PF01037	Pfam	3.254148420242725e-25	1.1764817137536967e-28	78	152	0.013686374224619066
NC_000913.3	NC_000913.3_862	933224	937213	+	PF13491	Pfam	3.662948484681082e-42	1.3242763863633701e-45	20	191	0.000011342340778531883
NC_000913.3	NC_000913.3_862	933224	937213	+	PF17854	Pfam	2.891356343654369e-29	1.045320442391312e-32	840	940	0.000011342340778531883
NC_000913.3	NC_000913.3_862	933224	937213	+	PF01580	Pfam	2.7660600874808445e-77	1.000021723601173e-80	948	1161	0.000011342340778531883
NC_000913.3	NC_000913.3_862	933224	937213	+	PF09397	Pfam	6.532964095813624e-29	2.3618814518487432e-32	1264	1324	0.000011342340778531883
NC_000913.3	NC_000913.3_864	937994	939337	+	PF05496	Pfam	2.12958290520421e-15	7.699142824310232e-19	20	138	8.06644907944881e-7
NC_000913.3	NC_000913.3_864	937994	939337	+	PF07728	Pfam	2.662301425033371e-7	9.625095535189339e-11	53	143	8.06644907944881e-7
NC_000913.3	NC_000913.3_864	937994	939337	+	PF00004	Pfam	4.4366433022492314e-18	1.6039925170821517e-21	53	159	8.06644907944881e-7
NC_000913.3	NC_000913.3_864	937994	939337	+	PF16193	Pfam	2.709851702260441e-24	9.79700543116573e-28	188	267	8.06644907944881e-7
NC_000913.3	NC_000913.3_864	937994	939337	+	PF12002	Pfam	3.80742405773729e-64	1.376509059196417e-67	268	434	8.06644907944881e-7
NC_000913.3	NC_000913.3_865	939428	940720	+	PF02403	Pfam	3.3470005155106144e-35	1.2100508009799763e-38	1	107	0.000018761267690065605
NC_000913.3	NC_000913.3_865	939428	940720	+	PF00587	Pfam	1.4878845174036151e-36	5.3791920368894255e-40	228	406	0.000018761267690065605
NC_000913.3	NC_000913.3_866	940959	943403	+	PF04879	Pfam	1.1088871415787413e-18	4.0089918350641404e-22	56	116	0.0021177796741416685
NC_000913.3	NC_000913.3_866	940959	943403	+	PF00384	Pfam	2.488559103023269e-114	8.99695988077827e-118	119	576	0.0021177796741416685
NC_000913.3	NC_000913.3_866	940959	943403	+	PF01568	Pfam	1.1961206074053631e-29	4.324369513396107e-33	695	806	0.0021177796741416685
NC_000913.3	NC_000913.3_867	943414	944031	+	PF13187	Pfam	3.965628326446887e-7	1.4337051071753026e-10	13	84	5.506253369726896e-6
NC_000913.3	NC_000913.3_867	943414	944031	+	PF13247	Pfam	2.642589112621743e-30	9.553829040570293e-34	59	153	5.506253369726896e-6
NC_000913.3	NC_000913.3_867	943414	944031	+	PF12837	Pfam	4.601796922177222e-7	1.663700984156624e-10	91	113	5.506253369726896e-6
NC_000913.3	NC_000913.3_867	943414	944031	+	PF00037	Pfam	2.3629058474107615e-8	8.542682022453946e-12	92	114	5.506253369726896e-6
NC_000913.3	NC_000913.3_869	944931	945557	-	PF00857	Pfam	7.436423120192716e-22	2.688511612506405e-25	14	165	0.007722454308075127
NC_000913.3	NC_000913.3_870	945871	947019	+	PF07690	Pfam	5.976762454004179e-15	2.1607962595821328e-18	12	227	0.003659172112358728
NC_000913.3	NC_000913.3_870	945871	947019	+	PF06779	Pfam	7.536698595531727e-11	2.724764495853842e-14	28	363	0.003659172112358728
NC_000913.3	NC_000913.3_870	945871	947019	+	PF00083	Pfam	1.4240576349618293e-7	5.1484368581411036e-11	39	176	0.003659172112358728
NC_000913.3	NC_000913.3_870	945871	947019	+	PF07690	Pfam	9.864333046519395e-14	3.5662809278811986e-17	210	370	0.003659172112358728
NC_000913.3	NC_000913.3_871	947229	948659	+	PF13520	Pfam	1.1326519581554496e-28	4.09490946549331e-32	11	448	0.008543748679147582
NC_000913.3	NC_000913.3_871	947229	948659	+	PF00324	Pfam	2.2329217213206553e-13	8.072746642518638e-17	27	434	0.008543748679147582
NC_000913.3	NC_000913.3_872	948660	949568	-	PF00126	Pfam	3.991576969211322e-20	1.443086395231859e-23	7	63	0.008087443259981562
NC_000913.3	NC_000913.3_872	948660	949568	-	PF03466	Pfam	1.85999339677526e-32	6.724488057755821e-36	91	290	0.008087443259981562
NC_000913.3	NC_000913.3_873	949668	950258	+	PF03358	Pfam	7.302730733101499e-13	2.6401774161610626e-16	5	132	0.013680906642783588
NC_000913.3	NC_000913.3_873	949668	950258	+	PF02525	Pfam	4.477912976430607e-40	1.6189128620501108e-43	5	180	0.013680906642783588
NC_000913.3	NC_000913.3_874	950340	951080	-	PF13353	Pfam	3.0402524054529846e-19	1.0991512673365816e-22	16	146	0.009653571065443435
NC_000913.3	NC_000913.3_874	950340	951080	-	PF04055	Pfam	1.3720679227758303e-32	4.9604769442365515e-36	24	178	0.009653571065443435
NC_000913.3	NC_000913.3_874	950340	951080	-	PF13394	Pfam	6.853820408872344e-7	2.47788156502977e-10	27	111	0.009653571065443435
NC_000913.3	NC_000913.3_875	951272	953554	-	PF02901	Pfam	9.57248979096061e-210	3.4607699895013054e-213	23	614	5.8520999773214385e-6
NC_000913.3	NC_000913.3_875	951272	953554	-	PF01228	Pfam	6.212765852771743e-44	2.246119252628974e-47	630	741	5.8520999773214385e-6
NC_000913.3	NC_000913.3_876	953609	954466	-	PF01226	Pfam	1.484504022712879e-75	5.366970436416771e-79	16	276	0.0016729120745501082
NC_000913.3	NC_000913.3_877	954872	956632	-	PF02624	Pfam	6.959123520497786e-84	2.515952104301441e-87	59	391	0.14494886104421795
NC_000913.3	NC_000913.3_878	956762	957454	+	PF04239	Pfam	2.596621994946295e-16	9.387642787224493e-20	104	170	0.04039600571708874
NC_000913.3	NC_000913.3_880	958812	960095	+	PF00275	Pfam	1.5058901146950062e-151	5.444288194848179e-155	7	420	0.016467253380546606
NC_000913.3	NC_000913.3_881	960264	961028	+	PF01435	Pfam	7.643800020460485e-27	2.7634851845482594e-30	88	249	0.018025909497833118
NC_000913.3	NC_000913.3_882	961201	961884	+	PF13189	Pfam	7.904187738519066e-8	2.8576239112505662e-11	7	186	9.627274615736233e-6
NC_000913.3	NC_000913.3_882	961201	961884	+	PF02224	Pfam	7.084396562629808e-86	2.5612424304518464e-89	8	221	9.627274615736233e-6
NC_000913.3	NC_000913.3_883	961995	963668	+	PF00575	Pfam	1.169397154908602e-7	4.2277554407397035e-11	19	78	0.00871292517074207
NC_000913.3	NC_000913.3_883	961995	963668	+	PF00575	Pfam	1.0612742471922685e-10	3.836855557455779e-14	104	171	0.00871292517074207
NC_000913.3	NC_000913.3_883	961995	963668	+	PF00575	Pfam	1.7706571618911488e-21	6.401508177480654e-25	190	260	0.00871292517074207
NC_000913.3	NC_000913.3_883	961995	963668	+	PF00575	Pfam	2.688446071786563e-20	9.719617034658579e-24	275	347	0.00871292517074207
NC_000913.3	NC_000913.3_883	961995	963668	+	PF00575	Pfam	1.9752597388456824e-22	7.141213806383523e-26	361	434	0.00871292517074207
NC_000913.3	NC_000913.3_883	961995	963668	+	PF00575	Pfam	1.401021405270109e-18	5.065153309002564e-22	449	520	0.00871292517074207
NC_000913.3	NC_000913.3_884	963828	964112	+	PF00216	Pfam	1.2092392909689242e-30	4.371797870458873e-34	1	91	0.008950172993957397
NC_000913.3	NC_000913.3_884	963828	964112	+	PF18291	Pfam	1.1988015038271335e-8	4.33406183596216e-12	5	89	0.008950172993957397
NC_000913.3	NC_000913.3_885	964320	966584	+	PF03772	Pfam	1.5063448119245626e-52	5.445932074926112e-56	201	466	0.00004431141618059857
NC_000913.3	NC_000913.3_885	964320	966584	+	PF00753	Pfam	4.7713524448395315e-20	1.7250008838899246e-23	505	683	0.00004431141618059857
NC_000913.3	NC_000913.3_886	966621	968369	+	PF00664	Pfam	6.170656619100451e-62	2.230895379284328e-65	27	297	0.0031650429644633857
NC_000913.3	NC_000913.3_886	966621	968369	+	PF00005	Pfam	2.6292320786643383e-36	9.505538968417709e-40	359	509	0.0031650429644633857
NC_000913.3	NC_000913.3_886	966621	968369	+	PF02463	Pfam	1.2971717856950708e-10	4.689702768239591e-14	371	551	0.0031650429644633857
NC_000913.3	NC_000913.3_887	968366	969352	+	PF02606	Pfam	6.059244575071459e-113	2.1906162599679895e-116	13	319	0.00002239238872819116
NC_000913.3	NC_000913.3_889	970673	970855	+	PF03966	Pfam	2.7993927082682685e-9	1.0120725626421796e-12	2	41	0.0004060304387756109
NC_000913.3	NC_000913.3_890	970852	971598	+	PF02348	Pfam	1.8056720823258433e-74	6.528098634583671e-78	4	221	0.0034968183509964594
NC_000913.3	NC_000913.3_890	970852	971598	+	PF12804	Pfam	8.771139157376145e-15	3.1710553714302766e-18	18	150	0.0034968183509964594
NC_000913.3	NC_000913.3_891	971752	972645	+	PF01636	Pfam	3.903476566343065e-7	1.4112352011363214e-10	64	238	0.007666175228015329
NC_000913.3	NC_000913.3_892	972622	973401	-	PF02698	Pfam	1.6191038486402954e-28	5.85359308980584e-32	80	215	0.00400387245397533
NC_000913.3	NC_000913.3_893	973537	974322	+	PF01209	Pfam	2.130829558811634e-11	7.703649887243796e-15	27	148	0.025905488489829254
NC_000913.3	NC_000913.3_893	973537	974322	+	PF13489	Pfam	4.398813562075239e-19	1.5903158214299491e-22	33	170	0.025905488489829254
NC_000913.3	NC_000913.3_893	973537	974322	+	PF05175	Pfam	7.916310543527567e-7	2.862006704095288e-10	44	147	0.025905488489829254
NC_000913.3	NC_000913.3_893	973537	974322	+	PF13847	Pfam	7.733117367787666e-19	2.7957763441025547e-22	45	173	0.025905488489829254
NC_000913.3	NC_000913.3_893	973537	974322	+	PF09445	Pfam	5.388804552840997e-7	1.9482301347942867e-10	48	112	0.025905488489829254
NC_000913.3	NC_000913.3_893	973537	974322	+	PF13649	Pfam	1.274540924712933e-18	4.6078847603504445e-22	48	143	0.025905488489829254
NC_000913.3	NC_000913.3_893	973537	974322	+	PF08242	Pfam	4.36826207799762e-16	1.579270454807527e-19	49	145	0.025905488489829254
NC_000913.3	NC_000913.3_893	973537	974322	+	PF08241	Pfam	4.787197681648631e-18	1.7307294582966852e-21	49	146	0.025905488489829254
NC_000913.3	NC_000913.3_896	976326	980786	+	PF13555	Pfam	2.2434844643656252e-8	8.110934433715203e-12	8	54	0.01587292754558903
NC_000913.3	NC_000913.3_897	981047	982894	+	PF01471	Pfam	4.8147720916922336e-8	1.7406985147115813e-11	315	348	0.005148825211181966
NC_000913.3	NC_000913.3_897	981047	982894	+	PF03734	Pfam	1.5657069443270065e-31	5.660545713402048e-35	377	543	0.005148825211181966
NC_000913.3	NC_000913.3_899	983650	984297	+	PF00753	Pfam	5.4092269442086834e-34	1.9556135011600447e-37	10	192	0.0045925464773238275
NC_000913.3	NC_000913.3_900	984519	985709	-	PF00155	Pfam	2.183196038498973e-97	7.892971939620293e-101	28	392	0.007824044485125114
NC_000913.3	NC_000913.3_901	985894	986982	-	PF13609	Pfam	2.567406521773639e-19	9.282019239962542e-23	13	335	0.001490835260796132
NC_000913.3	NC_000913.3_902	987585	988985	-	PF01336	Pfam	5.862126231290998e-13	2.119351493597613e-16	20	99	0.00004443948403341506
NC_000913.3	NC_000913.3_902	987585	988985	-	PF00152	Pfam	7.896055379415869e-83	2.8546837958842624e-86	119	460	0.00004443948403341506
NC_000913.3	NC_000913.3_903	989154	990356	-	PF17767	Pfam	1.0060402868047729e-38	3.6371666189615793e-42	13	130	0.000020181397027346694
NC_000913.3	NC_000913.3_903	989154	990356	-	PF04095	Pfam	5.196615449888409e-75	1.878747451152715e-78	169	395	0.000020181397027346694
NC_000913.3	NC_000913.3_904	990622	993234	+	PF17900	Pfam	2.7027440117568027e-18	9.771308791600877e-22	22	186	0.006299242682912372
NC_000913.3	NC_000913.3_904	990622	993234	+	PF01433	Pfam	2.0116276511748408e-57	7.272695774312511e-61	225	439	0.006299242682912372
NC_000913.3	NC_000913.3_905	993277	994044	-	PF00005	Pfam	4.9475968673266645e-30	1.7887190409713175e-33	27	160	0.009265536559474
NC_000913.3	NC_000913.3_906	994041	994832	-	PF00528	Pfam	1.5002582131646056e-28	5.423927017948683e-32	80	247	0.0059463393732415975
NC_000913.3	NC_000913.3_907	994843	995988	-	PF00296	Pfam	1.1467735939719828e-85	4.1459638249167854e-89	5	325	0.008165275961131155
NC_000913.3	NC_000913.3_908	995985	996944	-	PF04069	Pfam	8.471150864315892e-9	3.0625997340259914e-12	29	246	0.0008290672235659165
NC_000913.3	NC_000913.3_908	995985	996944	-	PF13379	Pfam	1.0414954129990064e-9	3.765348564710797e-13	41	250	0.0008290672235659165
NC_000913.3	NC_000913.3_908	995985	996944	-	PF09084	Pfam	1.8032139936434264e-12	6.519211835297999e-16	68	182	0.0008290672235659165
NC_000913.3	NC_000913.3_908	995985	996944	-	PF12974	Pfam	5.0486416792561344e-8	1.82525006480699e-11	68	189	0.0008290672235659165
NC_000913.3	NC_000913.3_908	995985	996944	-	PF16868	Pfam	4.3135789366200246e-7	1.5595007001518527e-10	108	184	0.0008290672235659165
NC_000913.3	NC_000913.3_908	995985	996944	-	PF00497	Pfam	2.5769795079755066e-10	9.316628734546299e-14	111	231	0.0008290672235659165
NC_000913.3	NC_000913.3_909	996937	997512	-	PF02525	Pfam	2.1033935854431435e-7	7.604459817220331e-11	1	92	0.040438132185629784
NC_000913.3	NC_000913.3_909	996937	997512	-	PF03358	Pfam	2.110618428573646e-34	7.63058000207392e-38	1	140	0.040438132185629784
NC_000913.3	NC_000913.3_917	1004768	1005778	+	PF01180	Pfam	6.430500347875339e-93	2.324837435963608e-96	47	335	0.013009245349107973
NC_000913.3	NC_000913.3_919	1006491	1007600	-	PF03473	Pfam	1.3082560458099835e-30	4.729776015220476e-34	139	262	0.004451465113543281
NC_000913.3	NC_000913.3_919	1006491	1007600	-	PF00111	Pfam	1.2080265181916093e-14	4.367413297872774e-18	296	362	0.004451465113543281
NC_000913.3	NC_000913.3_920	1007844	1009952	+	PF02926	Pfam	3.702326446356929e-21	1.3385128150241973e-24	23	153	0.002412174004098199
NC_000913.3	NC_000913.3_920	1007844	1009952	+	PF01170	Pfam	1.612244131793815e-66	5.828792956593691e-70	162	375	0.002412174004098199
NC_000913.3	NC_000913.3_920	1007844	1009952	+	PF10672	Pfam	1.2864351520959217e-20	4.6508863054805554e-24	475	658	0.002412174004098199
NC_000913.3	NC_000913.3_920	1007844	1009952	+	PF03602	Pfam	1.3068131806450544e-10	4.7245595829539204e-14	532	638	0.002412174004098199
NC_000913.3	NC_000913.3_921	1009964	1011871	+	PF00005	Pfam	3.308490634751949e-23	1.1961282121301335e-26	19	185	0.003530527044344945
NC_000913.3	NC_000913.3_921	1009964	1011871	+	PF13304	Pfam	1.622836526164671e-6	5.86708794708847e-10	117	215	0.003530527044344945
NC_000913.3	NC_000913.3_921	1009964	1011871	+	PF12848	Pfam	5.929748848486891e-12	2.1437992944638073e-15	224	293	0.003530527044344945
NC_000913.3	NC_000913.3_921	1009964	1011871	+	PF00005	Pfam	2.8922321483628347e-25	1.045637074606954e-28	336	469	0.003530527044344945
NC_000913.3	NC_000913.3_921	1009964	1011871	+	PF16326	Pfam	1.6203779965201975e-21	5.85819955357989e-25	561	629	0.003530527044344945
NC_000913.3	NC_000913.3_926	1015952	1016578	-	PF07977	Pfam	8.392610431476303e-54	3.034204783613992e-57	65	194	0.010016559990701461
NC_000913.3	NC_000913.3_927	1016539	1018299	-	PF05362	Pfam	5.6489577330345465e-11	2.0422840683422078e-14	435	538	0.008453699550765522
NC_000913.3	NC_000913.3_929	1019013	1020053	-	PF13505	Pfam	3.5445304479210764e-22	1.2814643701811555e-25	8	191	0.002099771040546206
NC_000913.3	NC_000913.3_929	1019013	1020053	-	PF00691	Pfam	2.1045625975382195e-24	7.608686180543093e-28	222	317	0.002099771040546206
NC_000913.3	NC_000913.3_934	1024471	1026525	+	PF00580	Pfam	1.4142576634144141e-44	5.113006736856161e-48	197	490	0.012299140831833734
NC_000913.3	NC_000913.3_934	1024471	1026525	+	PF13245	Pfam	4.790463637018801e-33	1.7319102086112802e-36	201	475	0.012299140831833734
NC_000913.3	NC_000913.3_934	1024471	1026525	+	PF13361	Pfam	1.5062961001285494e-13	5.44575596575759e-17	563	659	0.012299140831833734
NC_000913.3	NC_000913.3_935	1026557	1027015	-	PF02142	Pfam	3.0021971312953274e-19	1.0853930337293302e-22	26	118	0.0038736634510666344
NC_000913.3	NC_000913.3_937	1027946	1028359	+	PF02629	Pfam	2.5663357337846623e-6	9.278147989098563e-10	12	99	0.0011148644876607682
NC_000913.3	NC_000913.3_937	1027946	1028359	+	PF13380	Pfam	1.2364952609912583e-39	4.470337169165793e-43	15	130	0.0011148644876607682
NC_000913.3	NC_000913.3_939	1028779	1029954	-	PF17785	Pfam	5.97631483213026e-19	2.160634429548178e-22	2	63	0.00002092873536449149
NC_000913.3	NC_000913.3_939	1028779	1029954	-	PF10672	Pfam	1.0477519600231089e-30	3.787968040575231e-34	168	366	0.00002092873536449149
NC_000913.3	NC_000913.3_939	1028779	1029954	-	PF03602	Pfam	6.925566222137814e-13	2.50382003692618e-16	212	297	0.00002092873536449149
NC_000913.3	NC_000913.3_939	1028779	1029954	-	PF13847	Pfam	4.136091153160022e-11	1.4953330271728205e-14	216	343	0.00002092873536449149
NC_000913.3	NC_000913.3_939	1028779	1029954	-	PF05175	Pfam	6.641087792746388e-7	2.40097172550484e-10	238	346	0.00002092873536449149
NC_000913.3	NC_000913.3_942	1030759	1031418	-	PF01027	Pfam	4.781635862427841e-43	1.7287186776673322e-46	19	213	0.0013013465629839313
NC_000913.3	NC_000913.3_943	1032139	1033257	+	PF01058	Pfam	4.7049172033828093e-29	1.7009823584175015e-32	62	207	0.1048060987695425
NC_000913.3	NC_000913.3_945	1035066	1035773	+	PF01292	Pfam	4.842116954985818e-37	1.750584582424374e-40	14	220	0.4278409996361148
NC_000913.3	NC_000913.3_952	1040617	1041915	+	PF00328	Pfam	2.6223469459109834e-34	9.480646948340504e-38	29	374	0.6357379489211005
NC_000913.3	NC_000913.3_953	1042030	1044210	-	PF02706	Pfam	1.5799460878591983e-26	5.712024901877073e-30	16	107	0.6361527882123514
NC_000913.3	NC_000913.3_953	1042030	1044210	-	PF13807	Pfam	6.809624236659188e-34	2.4619031947430183e-37	367	448	0.6361527882123514
NC_000913.3	NC_000913.3_953	1042030	1044210	-	PF01656	Pfam	7.636035052074953e-7	2.76067789301336e-10	534	706	0.6361527882123514
NC_000913.3	NC_000913.3_953	1042030	1044210	-	PF13614	Pfam	1.0202356877518968e-10	3.6884876636004945e-14	543	654	0.6361527882123514
NC_000913.3	NC_000913.3_955	1044664	1045803	-	PF02563	Pfam	1.2633441343516492e-27	4.567404679507047e-31	81	165	0.7945517162662447
NC_000913.3	NC_000913.3_955	1044664	1045803	-	PF18412	Pfam	7.046705525304204e-17	2.54761588044259e-20	345	374	0.7945517162662447
NC_000913.3	NC_000913.3_960	1049833	1050108	+	PF12759	Pfam	2.9389798176292554e-31	1.0625378950214227e-34	43	88	0.8189887740182659
NC_000913.3	NC_000913.3_962	1051461	1051673	+	PF00313	Pfam	5.057383696816581e-34	1.8284105917630443e-37	5	69	0.6521719246217457
NC_000913.3	NC_000913.3_964	1052289	1053362	-	PF12801	Pfam	8.812234774026755e-16	3.1859127888744595e-19	97	142	0.6499725264497896
NC_000913.3	NC_000913.3_964	1052289	1053362	-	PF12801	Pfam	7.028694600267406e-9	2.54110433849147e-12	201	246	0.6499725264497896
NC_000913.3	NC_000913.3_964	1052289	1053362	-	PF13237	Pfam	3.0679029475425093e-7	1.1091478479907843e-10	244	289	0.6499725264497896
NC_000913.3	NC_000913.3_964	1052289	1053362	-	PF14697	Pfam	2.3009890067378434e-8	8.318832273094155e-12	247	294	0.6499725264497896
NC_000913.3	NC_000913.3_965	1053434	1056133	-	PF00672	Pfam	2.694008948805868e-6	9.73972866524175e-10	337	388	0.0008183877173776002
NC_000913.3	NC_000913.3_965	1053434	1056133	-	PF00512	Pfam	4.619763729238978e-17	1.6701965760083073e-20	428	493	0.0008183877173776002
NC_000913.3	NC_000913.3_965	1053434	1056133	-	PF02518	Pfam	8.625168071780322e-26	3.1182820216125533e-29	542	648	0.0008183877173776002
